date,pct_above_50dma,pct_above_200dma,nh_nl_ratio,mclellan,hy_spread,hy_spread_60d_avg,hy_spread_20d_delta,hy_oas_20d_change_bp,yield_10y_3m_bp
2023-03-28,0.561,0.576,0.309,14.7,452.8,400.0,15.2,8.2,59.8
2023-03-29,0.386,0.544,-0.147,-34.3,376.3,400.0,38.5,-2.9,50.8
2023-03-30,0.74,0.743,0.474,48.2,373.9,400.0,-8.7,0.0,46.0
2023-03-31,0.248,0.566,0.37,-28.4,372.3,400.0,-0.7,23.3,197.8
2023-04-03,0.673,0.557,-0.345,-35.4,264.8,400.0,10.5,-12.0,194.0
2023-04-04,0.399,0.612,0.345,-45.3,425.4,400.0,49.6,13.2,73.8
2023-04-05,0.545,0.521,0.345,-16.9,402.6,400.0,17.9,4.1,149.2
2023-04-06,0.646,0.656,0.822,-3.0,405.5,400.0,-13.1,-16.6,56.0
2023-04-07,0.454,0.588,-0.212,-20.9,430.7,400.0,-15.3,-19.1,186.7
2023-04-10,0.531,0.77,-0.297,-32.2,399.3,400.0,0.0,-35.0,60.9
2023-04-11,0.534,0.773,0.406,69.4,442.8,400.0,-1.5,-6.6,173.8
2023-04-12,0.582,0.648,0.234,-2.7,363.5,400.0,15.4,-16.1,162.7
2023-04-13,0.625,0.55,-0.304,23.0,331.3,400.0,0.0,0.6,137.1
2023-04-14,0.6,0.626,0.71,28.3,386.7,400.0,4.3,2.7,-74.8
2023-04-17,0.604,0.606,-0.007,-12.9,411.0,400.0,-15.1,-25.7,161.6
2023-04-18,0.761,0.84,-0.022,-42.1,419.2,400.0,-2.9,-31.3,196.6
2023-04-19,0.816,0.61,0.334,-12.9,417.8,400.0,9.8,8.3,118.7
2023-04-20,0.67,0.677,0.779,24.8,542.3,400.0,43.6,-6.1,173.3
2023-04-21,0.643,0.727,-0.044,-30.5,272.6,400.0,-0.7,-12.9,95.5
2023-04-24,0.37,0.824,0.28,30.8,418.8,400.0,5.5,-4.1,37.2
2023-04-25,0.242,0.608,-0.197,-98.6,376.6,400.0,-9.9,6.6,92.2
2023-04-26,0.548,0.474,0.087,8.3,440.1,400.0,-15.6,14.5,224.5
2023-04-27,0.83,0.665,0.623,34.5,427.7,400.0,10.2,-0.2,131.0
2023-04-28,0.562,0.786,0.546,52.9,385.9,400.0,9.5,3.7,42.2
2023-05-01,0.707,0.696,-0.033,-50.1,335.0,400.0,-26.2,13.8,172.5
2023-05-02,0.57,0.584,0.373,22.9,370.6,400.0,-27.3,13.5,163.6
2023-05-03,0.624,0.61,0.153,76.5,382.2,400.0,19.1,17.0,204.4
2023-05-04,0.504,0.547,0.076,101.2,330.2,400.0,-15.4,-19.3,12.0
2023-05-05,0.713,0.623,-0.434,10.1,459.0,400.0,2.8,-42.0,44.7
2023-05-08,0.604,0.546,-0.026,-28.1,481.2,400.0,5.8,-11.8,215.9
2023-05-09,0.483,0.697,-0.212,70.4,356.3,400.0,3.3,14.0,81.0
2023-05-10,0.362,0.71,0.193,36.8,291.9,400.0,-5.0,-0.9,-113.0
2023-05-11,0.715,0.66,-0.142,89.2,365.8,400.0,12.9,18.9,-24.3
2023-05-12,0.656,0.755,-0.572,82.9,309.8,400.0,23.8,-18.8,169.6
2023-05-15,0.631,0.797,0.204,-56.0,436.4,400.0,-0.0,-11.6,60.3
2023-05-16,0.469,0.823,0.276,29.2,357.0,400.0,-27.8,6.3,47.2
2023-05-17,0.714,0.665,-0.122,21.7,304.5,400.0,-22.6,3.0,232.1
2023-05-18,0.492,0.585,-0.594,47.3,326.8,400.0,28.3,3.3,118.6
2023-05-19,0.736,0.387,0.006,11.2,316.2,400.0,-15.6,-2.4,185.3
2023-05-22,0.46,0.595,-0.154,90.2,444.1,400.0,19.0,-1.7,117.3
2023-05-23,0.414,0.497,-0.325,2.3,352.4,400.0,-26.8,25.0,67.9
2023-05-24,0.597,0.653,0.047,2.0,390.0,400.0,-25.1,-1.6,-31.0
2023-05-25,0.7,0.747,-0.015,53.0,404.2,400.0,8.7,16.3,62.6
2023-05-26,0.718,0.739,-0.135,5.4,332.2,400.0,-14.4,-0.6,71.2
2023-05-30,0.629,0.749,0.194,10.3,307.5,400.0,26.4,16.5,7.8
2023-05-31,0.773,0.471,0.133,-32.1,385.1,400.0,-0.5,-1.5,158.6
2023-06-01,0.641,0.473,-0.023,-22.1,472.6,400.0,-18.0,-3.1,39.9
2023-06-02,0.614,0.804,0.161,-41.5,367.2,400.0,-25.1,-1.6,109.2
2023-06-05,0.249,0.407,0.075,-9.9,515.2,400.0,37.3,12.2,59.4
2023-06-06,0.444,0.734,-0.179,-25.9,377.6,400.0,-3.9,-22.3,29.8
2023-06-07,0.759,0.627,0.124,-34.4,336.3,400.0,-1.8,-6.3,-16.7
2023-06-08,0.459,0.61,0.28,-4.0,364.5,400.0,-4.4,9.9,50.2
2023-06-09,0.557,0.674,0.034,48.6,270.9,400.0,4.3,-1.9,81.4
2023-06-12,0.54,0.867,0.844,-35.7,426.9,400.0,4.5,-11.8,109.5
2023-06-13,0.445,0.555,0.091,24.4,381.2,400.0,0.6,-1.7,64.6
2023-06-14,0.507,0.602,0.231,45.8,353.0,400.0,-34.7,11.0,104.2
2023-06-15,0.593,0.785,0.162,-46.3,493.8,400.0,14.7,17.6,119.6
2023-06-16,0.424,0.545,0.289,-35.6,365.4,400.0,-5.1,-16.3,161.2
2023-06-20,0.547,0.752,0.277,82.7,447.3,400.0,21.2,25.4,192.0
2023-06-21,0.494,0.645,-0.078,20.3,391.2,400.0,32.8,-10.6,184.1
2023-06-22,0.615,0.381,0.175,32.5,452.6,400.0,-0.3,-1.7,20.6
2023-06-23,0.733,0.664,0.011,-10.0,418.8,400.0,3.6,-15.4,107.6
2023-06-26,0.806,0.661,-0.071,-8.9,431.0,400.0,-6.5,3.5,222.5
2023-06-27,0.613,0.676,0.045,-72.0,370.9,400.0,-26.3,-7.5,60.5
2023-06-28,0.448,0.733,0.04,-9.3,412.9,400.0,28.8,-8.5,206.1
2023-06-29,0.812,0.721,0.493,47.7,376.7,400.0,-7.8,6.1,125.9
2023-06-30,0.659,0.651,-0.146,-7.2,325.7,400.0,4.3,-2.1,-15.1
2023-07-03,0.515,0.787,0.173,90.4,338.0,400.0,-34.5,-9.9,257.7
2023-07-05,0.55,0.605,0.171,-5.7,367.8,400.0,-22.0,-7.3,166.6
2023-07-06,0.5,0.685,0.024,-58.2,412.0,400.0,-45.0,9.0,132.4
2023-07-07,0.709,0.545,0.443,40.2,433.6,400.0,2.9,-19.3,131.3
2023-07-10,0.747,0.403,0.258,56.6,459.2,400.0,-18.1,4.7,123.5
2023-07-11,0.65,0.556,-0.383,-22.0,495.1,400.0,-9.4,-16.5,59.9
2023-07-12,0.764,0.662,0.545,53.8,360.2,400.0,2.8,8.2,157.3
2023-07-13,0.59,0.457,0.814,-9.8,483.1,400.0,-30.7,20.4,71.0
2023-07-14,0.953,0.543,0.698,66.2,329.6,400.0,-11.0,-12.7,13.5
2023-07-17,0.581,0.857,0.242,51.6,403.2,400.0,4.6,-13.1,38.2
2023-07-18,0.31,0.616,-0.228,14.1,328.7,400.0,2.6,29.4,-36.4
2023-07-19,0.737,0.704,0.15,49.4,357.0,400.0,-43.7,11.9,80.8
2023-07-20,0.54,0.546,-0.287,49.8,314.6,400.0,8.5,-4.5,13.2
2023-07-21,0.761,0.485,0.406,118.4,400.9,400.0,-22.7,-1.2,50.3
2023-07-24,0.644,0.528,0.269,9.3,347.9,400.0,3.8,-17.6,-16.6
2023-07-25,0.497,0.777,0.766,-56.8,363.3,400.0,4.1,-31.5,-25.8
2023-07-26,0.585,0.615,0.352,-18.9,362.1,400.0,27.5,-0.6,256.6
2023-07-27,0.381,0.665,-0.147,38.6,366.9,400.0,-0.0,-7.3,107.6
2023-07-28,0.486,0.565,0.509,-11.3,440.1,400.0,-9.2,9.7,74.4
2023-07-31,0.649,0.739,0.081,-15.7,470.6,400.0,-20.5,0.2,49.9
2023-08-01,0.714,0.819,0.058,8.7,325.8,400.0,7.1,-5.2,127.6
2023-08-02,0.719,0.92,0.195,88.9,399.7,400.0,-29.4,-5.9,102.6
2023-08-03,0.507,0.728,-0.04,-29.8,417.6,400.0,-15.2,-25.2,76.2
2023-08-04,0.76,0.534,-0.071,-64.0,400.8,400.0,-59.7,-17.0,131.2
2023-08-07,0.604,0.425,0.832,83.5,527.3,400.0,-30.0,-16.4,146.0
2023-08-08,0.688,0.808,0.47,35.0,386.5,400.0,18.6,11.2,-75.7
2023-08-09,0.761,0.428,0.292,-60.8,322.4,400.0,-17.4,8.8,102.2
2023-08-10,0.637,0.641,0.121,-6.8,364.4,400.0,-6.7,3.4,131.0
2023-08-11,0.462,0.772,-0.326,33.0,410.6,400.0,-18.8,25.9,80.5
2023-08-14,0.777,0.852,0.408,2.8,424.8,400.0,20.6,3.7,-19.8
2023-08-15,0.665,0.542,-0.051,-12.1,374.0,400.0,-7.8,1.0,71.5
2023-08-16,0.662,0.669,0.031,15.4,409.6,400.0,0.6,-7.6,91.2
2023-08-17,0.42,0.635,0.371,97.3,487.2,400.0,-15.9,-3.9,118.0
2023-08-18,0.779,0.563,-0.369,1.1,515.1,400.0,39.8,-12.9,171.1
2023-08-21,0.664,0.799,0.063,-13.8,478.6,400.0,-27.3,17.9,177.9
2023-08-22,0.397,0.718,0.161,5.4,464.2,400.0,-10.9,7.2,80.1
2023-08-23,0.568,0.507,0.319,-15.4,443.7,400.0,28.2,-2.6,128.4
2023-08-24,0.588,0.626,-0.033,-61.3,390.4,400.0,-3.3,-3.1,90.9
2023-08-25,0.608,0.605,-0.359,7.0,394.0,400.0,8.8,19.1,172.0
2023-08-28,0.569,0.702,0.162,5.1,454.9,400.0,12.5,10.5,161.6
2023-08-29,0.602,0.879,-0.161,-19.1,453.7,400.0,10.6,-11.7,153.9
2023-08-30,0.743,0.69,0.264,-23.8,430.8,400.0,21.9,-21.8,85.5
2023-08-31,0.59,0.616,0.431,-7.9,463.3,400.0,15.6,-3.4,197.7
2023-09-01,0.517,0.638,0.158,71.5,289.0,400.0,-38.9,4.0,146.1
2023-09-05,0.622,0.698,-0.27,105.5,421.4,400.0,14.6,-25.7,69.0
2023-09-06,0.765,0.442,0.171,44.2,323.3,400.0,-7.6,-26.2,109.4
2023-09-07,0.711,0.783,0.164,0.1,384.6,400.0,9.9,-6.0,45.6
2023-09-08,0.253,0.67,-0.12,-31.8,398.2,400.0,-23.5,11.4,137.1
2023-09-11,0.405,0.635,0.501,-0.1,379.2,400.0,15.3,3.2,126.3
2023-09-12,0.33,0.601,0.163,84.0,351.6,400.0,-8.7,1.5,92.5
2023-09-13,0.664,0.642,0.162,36.2,450.5,400.0,-9.4,-5.0,17.0
2023-09-14,0.764,0.535,0.11,41.1,434.1,400.0,17.0,13.9,146.6
2023-09-15,0.592,0.455,0.625,-10.4,473.7,400.0,-11.2,10.6,122.0
2023-09-18,0.619,0.714,0.566,24.4,381.1,400.0,0.1,27.9,-4.8
2023-09-19,0.453,0.56,0.004,40.7,392.9,400.0,2.7,-2.1,152.4
2023-09-20,0.765,0.677,0.382,0.0,557.2,400.0,5.1,17.8,79.0
2023-09-21,0.484,0.626,0.09,-50.1,379.4,400.0,-6.5,-5.7,16.4
2023-09-22,0.764,0.805,0.315,2.1,306.8,400.0,-6.7,-5.1,142.4
2023-09-25,0.509,0.707,-0.109,-59.4,452.0,400.0,-10.0,4.9,30.8
2023-09-26,0.844,0.782,0.044,39.3,458.0,400.0,17.5,-3.1,-30.0
2023-09-27,0.388,0.741,-0.378,-8.1,469.0,400.0,3.0,-7.0,113.8
2023-09-28,0.442,0.861,0.098,37.4,464.6,400.0,19.3,8.2,36.9
2023-09-29,0.776,0.462,-0.16,10.7,346.2,400.0,15.1,-8.4,118.4
2023-10-02,0.773,0.826,-0.298,73.6,440.9,400.0,13.4,31.1,216.9
2023-10-03,0.559,0.555,0.134,35.8,430.1,400.0,-9.9,6.4,190.9
2023-10-04,0.396,0.519,-0.222,67.2,441.8,400.0,1.6,8.2,75.0
2023-10-05,0.225,0.5,-0.096,38.2,392.9,400.0,-38.7,5.8,90.2
2023-10-06,0.809,0.6,0.679,-25.1,462.8,400.0,-30.3,28.2,-51.1
2023-10-10,0.663,0.701,-0.194,-38.4,430.5,400.0,-62.5,21.5,20.2
2023-10-11,0.624,0.816,0.008,51.3,421.9,400.0,-6.5,16.0,184.2
2023-10-12,0.496,0.421,-0.211,21.8,371.2,400.0,25.7,22.4,187.8
2023-10-13,0.542,0.686,0.522,-33.7,449.7,400.0,12.8,-0.3,252.7
2023-10-16,0.73,0.532,0.166,3.7,392.4,400.0,-14.1,16.5,35.2
2023-10-17,0.432,0.499,0.44,-0.2,416.2,400.0,27.2,4.7,91.2
2023-10-18,0.728,0.584,0.229,60.7,395.2,400.0,-4.7,18.1,5.5
2023-10-19,0.697,0.661,0.165,3.5,446.2,400.0,29.5,1.9,101.8
2023-10-20,0.838,0.571,0.271,27.3,409.8,400.0,-32.6,3.2,198.8
2023-10-23,0.68,0.502,-0.434,-0.1,344.3,400.0,0.7,-15.4,148.0
2023-10-24,0.731,0.6,-0.243,-16.7,458.0,400.0,-20.3,-20.7,59.6
2023-10-25,0.387,0.72,0.247,57.2,450.1,400.0,-2.5,15.1,99.6
2023-10-26,0.565,0.698,0.194,-11.0,427.7,400.0,-36.3,3.1,-11.8
2023-10-27,0.585,0.589,-0.23,43.0,414.7,400.0,-13.8,6.6,33.6
2023-10-30,0.656,0.628,0.13,68.6,351.9,400.0,18.5,4.5,132.9
2023-10-31,0.617,0.557,0.02,31.8,402.4,400.0,10.8,-11.7,208.4
2023-11-01,0.751,0.677,0.403,-12.3,359.7,400.0,10.5,-17.2,102.0
2023-11-02,0.621,0.754,0.177,-42.5,430.1,400.0,-2.3,16.3,240.6
2023-11-03,0.469,0.555,0.211,116.9,442.4,400.0,-11.9,7.4,213.7
2023-11-06,0.447,0.589,-0.119,50.1,467.4,400.0,-5.1,19.3,172.7
2023-11-07,0.827,0.718,0.001,36.1,409.2,400.0,8.6,-15.9,105.9
2023-11-08,0.643,0.953,-0.151,95.5,430.3,400.0,11.3,1.1,95.3
2023-11-09,0.619,0.732,0.106,66.7,379.4,400.0,-31.6,11.9,9.2
2023-11-13,0.639,0.628,0.099,47.2,330.8,400.0,2.2,27.0,77.4
2023-11-14,0.63,0.525,0.309,15.7,362.9,400.0,7.4,6.9,-56.2
2023-11-15,0.554,0.777,0.468,9.4,437.5,400.0,-13.6,5.9,30.2
2023-11-16,0.691,0.552,0.082,72.3,383.7,400.0,10.9,-10.2,125.6
2023-11-17,0.752,0.625,-0.57,-35.9,306.5,400.0,-22.1,-2.7,104.0
2023-11-20,0.727,0.603,0.506,53.3,395.9,400.0,6.4,-19.7,232.3
2023-11-21,0.594,0.639,0.297,-62.3,380.5,400.0,-54.0,-9.6,-14.1
2023-11-22,0.442,0.536,-0.155,-38.3,389.8,400.0,-10.7,15.5,256.6
2023-11-24,0.406,0.764,1.361,10.8,426.0,400.0,-13.9,-11.4,121.2
2023-11-27,0.744,0.703,0.125,74.9,524.3,400.0,26.7,0.6,152.5
2023-11-28,0.527,0.613,-0.088,14.0,332.2,400.0,-6.7,-7.4,225.0
2023-11-29,0.623,0.621,-0.029,3.4,489.2,400.0,-20.5,4.4,153.0
2023-11-30,0.469,0.609,0.399,-16.0,405.7,400.0,20.1,-9.0,-125.8
2023-12-01,0.63,0.664,-0.08,58.9,467.1,400.0,1.1,5.4,264.8
2023-12-04,0.767,0.556,-0.342,27.3,424.8,400.0,5.7,6.0,60.2
2023-12-05,0.795,0.524,0.479,10.3,402.4,400.0,-13.0,-9.7,56.8
2023-12-06,0.391,0.623,0.094,77.8,426.2,400.0,28.2,-18.0,172.3
2023-12-07,0.706,0.727,-0.05,-45.8,313.3,400.0,-6.8,-15.2,26.1
2023-12-08,0.466,0.834,0.371,73.8,370.3,400.0,-6.1,10.4,135.7
2023-12-11,0.864,0.672,0.139,-44.7,414.0,400.0,7.9,-24.6,-67.3
2023-12-12,0.891,0.748,0.005,-15.9,320.8,400.0,9.9,-12.4,93.5
2023-12-13,0.657,0.748,0.025,43.2,403.7,400.0,47.2,0.2,131.1
2023-12-14,0.615,0.689,0.211,39.0,347.4,400.0,22.0,18.7,33.3
2023-12-15,0.572,0.705,0.439,33.7,427.1,400.0,4.8,11.0,24.9
2023-12-18,0.823,0.603,0.233,1.3,428.6,400.0,-20.9,-6.9,177.7
2023-12-19,0.624,0.562,0.634,55.5,479.8,400.0,-21.3,-8.7,98.7
2023-12-20,0.644,0.535,-0.308,39.9,422.3,400.0,1.0,-2.1,43.0
2023-12-21,0.565,0.627,-0.175,65.3,334.6,400.0,36.5,21.6,143.1
2023-12-22,0.607,0.682,-0.438,7.3,366.6,400.0,27.3,-17.9,29.1
2023-12-26,0.679,0.608,-0.029,36.4,323.0,400.0,10.0,-17.8,-47.8
2023-12-27,0.665,0.644,0.604,70.0,422.9,400.0,-29.5,-1.2,-32.1
2023-12-28,0.735,0.472,0.291,87.3,371.8,400.0,-20.6,6.4,94.8
2023-12-29,0.636,0.922,0.343,-9.9,401.2,400.0,-7.5,-13.8,75.4
2024-01-02,0.578,0.842,0.198,-33.6,390.5,400.0,-1.4,11.9,74.2
2024-01-03,0.648,0.63,-0.101,-27.1,322.7,400.0,-8.3,12.0,127.2
2024-01-04,0.635,0.685,0.546,-37.0,418.5,400.0,23.6,-0.7,-64.3
2024-01-05,0.493,0.849,-0.063,137.3,451.2,400.0,27.7,-6.7,142.7
2024-01-08,0.284,0.745,0.048,99.8,356.8,400.0,-8.0,2.5,40.1
2024-01-09,0.455,0.582,0.674,18.7,381.2,400.0,-9.0,-31.9,103.7
2024-01-10,0.413,0.711,0.265,-23.1,442.8,400.0,-7.6,-28.2,158.9
2024-01-11,0.733,0.485,0.363,7.5,356.0,400.0,-9.2,6.2,213.4
2024-01-12,0.46,0.683,-0.038,21.0,393.5,400.0,7.8,-22.3,23.2
2024-01-16,0.814,0.685,-0.314,-54.7,426.1,400.0,-6.0,-11.3,175.5
2024-01-17,0.488,0.426,-0.301,16.6,457.4,400.0,21.4,3.1,145.5
2024-01-18,0.691,0.773,-0.087,33.1,409.7,400.0,-4.5,13.3,84.4
2024-01-19,0.887,0.703,0.016,-18.2,354.5,400.0,-15.5,5.8,142.8
2024-01-22,0.69,0.611,0.098,4.3,416.6,400.0,0.1,-1.3,59.8
2024-01-23,0.89,0.618,0.168,43.6,372.9,400.0,-3.5,-0.3,12.7
2024-01-24,0.458,0.751,0.134,17.4,394.1,400.0,0.6,-6.2,186.5
2024-01-25,0.779,0.579,0.3,-15.6,334.3,400.0,-4.9,0.1,81.2
2024-01-26,0.494,0.575,0.183,16.3,347.5,400.0,-40.2,-1.8,241.0
2024-01-29,0.748,0.561,0.399,73.2,434.5,400.0,-12.9,13.1,221.5
2024-01-30,0.591,0.745,0.231,74.1,414.3,400.0,17.5,-0.3,-0.2
2024-01-31,0.636,0.726,0.143,-28.9,377.6,400.0,-10.6,-5.7,231.9
2024-02-01,0.597,0.513,-0.101,70.1,349.4,400.0,-36.9,12.8,88.0
2024-02-02,0.554,0.668,0.264,4.1,473.7,400.0,1.9,2.4,137.3
2024-02-05,0.619,0.685,-0.282,28.5,430.2,400.0,18.0,5.8,128.4
2024-02-06,0.665,0.792,0.475,45.2,528.4,400.0,32.9,-21.8,21.4
2024-02-07,0.375,0.601,0.404,-48.3,351.2,400.0,14.2,-14.6,69.0
2024-02-08,0.558,0.587,0.023,24.3,317.6,400.0,20.7,1.2,196.3
2024-02-09,0.698,0.713,-0.019,62.9,422.1,400.0,16.2,13.4,123.8
2024-02-12,0.624,0.586,0.387,18.6,392.1,400.0,3.0,10.5,-2.4
2024-02-13,0.745,0.73,0.083,24.8,388.2,400.0,-22.8,-10.7,177.0
2024-02-14,0.379,0.678,0.369,48.4,334.7,400.0,-2.1,5.3,4.1
2024-02-15,0.647,0.442,0.418,0.6,401.6,400.0,13.8,16.8,175.8
2024-02-16,0.715,0.62,-0.127,13.8,364.0,400.0,1.1,-6.2,223.1
2024-02-20,0.558,0.675,-0.348,26.0,342.0,400.0,23.3,-8.2,17.6
2024-02-21,0.542,0.735,0.069,30.4,364.2,400.0,4.8,10.4,189.9
2024-02-22,0.802,0.59,0.367,-9.7,309.4,400.0,-6.9,19.7,177.3
2024-02-23,0.162,0.551,0.085,54.8,456.8,400.0,8.5,2.3,242.5
2024-02-26,0.526,0.548,0.407,-16.0,394.4,400.0,-15.3,-19.4,4.1
2024-02-27,0.515,0.673,-0.24,-15.8,392.4,400.0,1.3,7.6,-5.1
2024-02-28,0.693,0.654,-0.451,12.0,476.9,400.0,-5.5,7.5,50.6
2024-02-29,0.752,0.567,0.123,45.9,365.8,400.0,-21.0,6.8,8.6
2024-03-01,0.761,0.704,-0.211,-32.2,334.4,400.0,14.7,-8.6,315.1
2024-03-04,0.507,0.675,-0.038,0.4,433.2,400.0,-18.8,32.9,104.7
2024-03-05,0.639,0.58,0.047,-26.5,333.2,400.0,5.3,24.3,106.9
2024-03-06,0.521,0.581,0.415,-4.5,272.1,400.0,-7.5,-2.0,230.9
2024-03-07,0.756,0.858,0.329,-19.2,435.6,400.0,6.3,-16.0,54.3
2024-03-08,0.641,0.392,-0.033,12.8,412.6,400.0,0.8,-8.5,137.7
2024-03-11,0.59,0.466,0.445,-57.8,376.5,400.0,-11.9,10.2,-24.9
2024-03-12,0.629,0.625,0.738,35.6,324.6,400.0,-0.8,7.2,74.9
2024-03-13,0.74,0.768,0.105,45.6,431.5,400.0,1.5,9.1,239.0
2024-03-14,0.649,0.546,0.481,-39.2,371.0,400.0,25.3,5.3,204.7
2024-03-15,0.556,0.719,0.732,12.7,445.3,400.0,36.9,13.3,138.2
2024-03-18,0.571,0.438,0.321,55.1,432.9,400.0,-19.7,-10.5,87.9
2024-03-19,0.71,0.619,0.015,-45.3,351.0,400.0,-13.4,-11.9,105.4
2024-03-20,0.446,0.686,0.263,84.2,321.6,400.0,-46.4,3.4,136.3
2024-03-21,0.743,0.753,-0.174,23.4,424.9,400.0,-23.3,-15.9,-51.2
2024-03-22,0.31,0.722,-0.097,-17.2,421.4,400.0,-18.7,-23.2,234.0
2024-03-25,0.611,0.424,-0.018,-12.8,419.3,400.0,-42.5,2.8,-24.6
2024-03-26,0.5,0.651,0.111,17.8,398.8,400.0,-32.2,-9.9,6.3
2024-03-27,1.0,0.564,0.187,5.1,457.9,400.0,-5.7,1.7,-60.3
2024-03-28,0.251,0.637,-0.189,35.3,590.9,400.0,-10.4,3.7,156.3
2024-03-29,0.551,0.612,0.606,-10.8,501.3,400.0,-8.9,-11.6,256.6
2024-04-01,0.497,0.733,0.069,-12.0,415.6,400.0,-17.4,0.4,-3.6
2024-04-02,0.725,0.646,-0.03,20.4,446.4,400.0,56.0,-8.4,52.6
2024-04-03,0.788,0.679,0.581,-17.0,385.9,400.0,7.5,-22.5,56.0
2024-04-04,0.585,0.657,0.354,-1.5,269.9,400.0,-1.0,7.0,38.1
2024-04-05,0.201,0.384,0.224,46.7,492.1,400.0,25.6,18.4,87.8
2024-04-08,0.887,0.655,0.224,-57.4,358.4,400.0,-3.6,3.6,86.6
2024-04-09,0.75,0.645,0.126,18.6,320.8,400.0,-27.8,20.9,170.4
2024-04-10,0.872,0.708,0.102,35.9,464.1,400.0,-15.1,9.3,98.3
2024-04-11,0.577,0.706,0.167,57.9,543.5,400.0,32.0,-9.8,-15.7
2024-04-12,0.65,0.434,0.348,14.0,429.4,400.0,-6.9,0.7,205.1
2024-04-15,0.52,0.519,-0.106,5.9,386.2,400.0,-35.2,28.3,213.3
2024-04-16,0.278,0.66,0.255,-38.2,463.4,400.0,15.4,-9.9,57.1
2024-04-17,0.538,0.715,-0.084,-7.9,420.8,400.0,6.6,1.3,171.4
2024-04-18,0.465,0.612,0.542,49.9,322.0,400.0,-12.0,15.0,193.5
2024-04-19,0.586,0.711,0.011,-30.8,338.9,400.0,3.6,12.8,95.7
2024-04-22,0.362,0.885,-0.024,-72.3,370.7,400.0,26.4,-9.4,64.2
2024-04-23,0.696,0.71,-0.45,59.6,422.8,400.0,14.4,29.3,221.8
2024-04-24,0.651,0.817,-0.04,-0.5,448.0,400.0,-4.4,0.6,95.3
2024-04-25,0.281,0.617,0.394,47.7,377.2,400.0,23.5,-2.0,194.5
2024-04-26,0.234,0.724,0.551,-31.3,462.4,400.0,30.2,-9.9,296.7
2024-04-29,0.472,0.773,-0.458,8.8,486.2,400.0,-19.6,20.1,169.7
2024-04-30,0.723,0.775,-0.236,-11.3,390.6,400.0,43.9,-17.8,-14.9
2024-05-01,0.92,0.406,0.253,25.7,315.4,400.0,2.1,-4.9,31.3
2024-05-02,0.445,0.581,-0.018,15.6,443.5,400.0,13.5,18.3,28.1
2024-05-03,0.516,0.753,0.821,38.5,508.3,400.0,2.2,9.6,137.5
2024-05-06,0.409,0.475,0.281,1.0,372.9,400.0,11.8,25.3,-61.1
2024-05-07,0.568,0.552,0.445,52.1,500.7,400.0,10.8,17.5,100.7
2024-05-08,0.57,0.719,0.445,-18.5,364.5,400.0,-10.2,-14.1,42.3
2024-05-09,0.747,0.561,0.099,46.2,391.2,400.0,4.8,7.6,-79.1
2024-05-10,0.379,0.512,-0.123,59.8,474.7,400.0,22.6,-17.7,95.9
2024-05-13,0.749,0.815,0.816,20.8,384.4,400.0,-10.6,9.5,-15.5
2024-05-14,0.714,0.59,-0.07,-24.8,317.7,400.0,20.2,-15.7,29.7
2024-05-15,0.513,0.516,-0.076,-66.8,441.5,400.0,-28.9,0.2,162.2
2024-05-16,0.485,0.518,0.188,0.2,324.2,400.0,13.6,-18.6,83.1
2024-05-17,0.563,0.8,0.003,-33.8,455.9,400.0,55.6,-7.1,190.5
2024-05-20,0.486,0.689,-0.18,-11.3,446.9,400.0,8.8,-7.1,166.7
2024-05-21,0.547,0.808,0.166,98.4,488.8,400.0,-26.8,-1.9,190.9
2024-05-22,0.325,0.62,0.171,1.3,346.8,400.0,17.7,13.3,200.6
2024-05-23,0.551,0.661,0.159,-47.1,347.8,400.0,31.4,-10.6,70.0
2024-05-24,0.539,0.542,-0.325,-14.1,399.5,400.0,10.8,-16.8,79.4
2024-05-28,0.623,0.76,-0.31,48.8,374.7,400.0,-7.8,2.1,17.3
2024-05-29,0.79,0.526,0.085,19.9,302.7,400.0,-18.4,11.6,128.8
2024-05-30,0.572,0.87,0.462,37.8,382.7,400.0,1.7,-3.1,106.8
2024-05-31,0.453,0.516,0.397,84.7,402.8,400.0,11.6,9.1,12.4
2024-06-03,0.34,0.489,0.109,7.2,430.6,400.0,-36.3,-1.6,109.0
2024-06-04,0.684,0.692,-0.246,70.1,412.3,400.0,27.1,-2.7,174.2
2024-06-05,0.634,0.559,0.39,37.2,387.5,400.0,-59.0,11.2,71.8
2024-06-06,0.585,0.589,0.684,-13.6,494.4,400.0,19.9,17.6,109.6
2024-06-07,0.624,0.776,0.353,67.2,379.3,400.0,15.7,9.1,127.9
2024-06-10,0.726,0.829,0.624,18.9,362.3,400.0,21.6,1.9,144.2
2024-06-11,0.646,0.66,0.345,63.6,387.8,400.0,-26.8,-19.9,145.3
2024-06-12,0.647,0.614,0.588,2.8,434.2,400.0,20.8,0.1,69.6
2024-06-13,0.814,0.61,0.217,-63.5,371.6,400.0,47.9,-14.4,-78.7
2024-06-14,0.608,0.702,-0.327,-77.6,431.9,400.0,-2.8,5.0,49.5
2024-06-17,0.498,0.371,0.153,31.3,432.6,400.0,5.3,-6.8,62.5
2024-06-18,0.796,0.638,0.269,-11.1,361.1,400.0,-28.3,23.4,208.4
2024-06-20,0.515,0.521,-0.238,-63.0,371.4,400.0,-15.5,18.4,8.0
